CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
100330,Halifax Health/UF Health - Medical Center of Deltona,Not in a System,FL,32725,28.957701,-81.256302,Governmental Hospital District,61,857,43,115782718,0,,0,Governmental,0,1,"(28.957701, -81.256302)",1,0,0,430,156950
100350,UCF Lake Nona Medical Center,Not in a System,FL,32827,28.369301,-81.285599,"Proprietary, Partnership",0,0,0,0,0,,,Proprietary,0,1,"(28.369301, -81.285599)",2,0,0,300,109500
10057F,Malcom Randall VA Medical Center,"Department of Veterans Affairs - Washington, DC",FL,32608,29.638201,-82.346199,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(29.638201, -82.346199)",4,0,0,300,109500
10063F,James A. Haley Veterans' Hospital,"Department of Veterans Affairs - Washington, DC",FL,33612,28.064199,-82.426003,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(28.064199, -82.426003)",3,0,0,300,109500
10064F,Miami VA Healthcare System,"Department of Veterans Affairs - Washington, DC",FL,33125,25.7904,-80.216103,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(25.7904, -80.216103)",10,0,0,300,109500
10065F,West Palm Beach VA Medical Center,"Department of Veterans Affairs - Washington, DC",FL,33410,26.7854,-80.107201,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(26.7854, -80.107201)",4,0,0,300,109500
10099F,Orlando VA Medical Center,"Department of Veterans Affairs - Washington, DC",FL,32827,28.366501,-81.276703,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(28.366501, -81.276703)",2,0,0,300,109500
101300,AdventHealth Wauchula,"AdventHealth - Altamonte Springs, FL",FL,33873,27.5392,-81.808502,"Voluntary Nonprofit, Church",0,10,25,23963507,-339739,,-1.4,Nonprofit,33,0,"(27.5392, -81.808502)",0,0,,300,109500
101303,Lake Butler Hospital,Not in a System,FL,32054,30.0236,-82.327103,"Proprietary, Corporation",0,17,25,1679380,889638,,53,Proprietary,0,1,"(30.0236, -82.327103)",0,0,,300,109500
101304,Calhoun Liberty Hospital,Not in a System,FL,32424,30.458099,-85.050201,"Governmental, County",54,254,10,747297,1157047,,154.8,Governmental,0,1,"(30.458099, -85.050201)",0,0,,300,109500
101305,George E. Weems Memorial Hospital,Not in a System,FL,32320,29.7239,-84.991898,"Governmental, County",25,113,25,3398406,0,,0,Governmental,0,1,"(29.7239, -84.991898)",0,0,,300,109500
101307,Doctors Memorial Hospital,Not in a System,FL,32425,30.7607,-85.682602,"Voluntary Nonprofit, Other",77,335,20,5204240,0,,0,Nonprofit,0,1,"(30.7607, -85.682602)",0,0,,300,109500
101308,Northwest Florida Community Hospital,Not in a System,FL,32428,30.764601,-85.543503,"Proprietary, Corporation",169,745,25,6300287,0,,0,Proprietary,0,1,"(30.764601, -85.543503)",0,0,,300,109500
101309,Hendry Regional Medical Center,Not in a System,FL,33440,26.753201,-80.941498,Governmental Hospital District,100,685,25,13803930,0,,0,Governmental,0,1,"(26.753201, -80.941498)",0,0,,300,109500
101311,Madison County Memorial Hospital,Not in a System,FL,32340,30.4711,-83.419899,Governmental Hospital District,42,235,1,14514778,0,,0,Governmental,0,1,"(30.4711, -83.419899)",0,0,,300,109500
101312,Fishermen's Community Hospital,"Baptist Health South Florida - Coral Gables, FL",FL,33050,24.7111,-81.094902,"Voluntary Nonprofit, Other",0,10,4,21872911,0,,0,Nonprofit,9,0,"(24.7111, -81.094902)",0,0,,300,109500
101313,Mariners Hospital,"Baptist Health South Florida - Coral Gables, FL",FL,33070,25.0054,-80.521202,"Voluntary Nonprofit, Other",100,450,25,22113127,0,,0,Nonprofit,9,0,"(25.0054, -80.521202)",0,0,,300,109500
102001,Select Specialty Hospital - Miami,"Select Medical Corporation - Mechanicsburg, PA",FL,33128,25.7766,-80.210701,"Proprietary, Corporation",0,385,47,2538365,0,,0,Proprietary,93,0,"(25.7766, -80.210701)",7,0,0,470,171550
102003,Select Specialty Hospital Orlando North,"Select Medical Corporation - Mechanicsburg, PA",FL,32803,28.5725,-81.370102,"Proprietary, Corporation",37,897,99,2775815,0,,0,Proprietary,93,0,"(28.5725, -81.370102)",3,0,0,990,361350
102009,Kindred Hospital - Bay Area Tampa,"Kindred Healthcare - Louisville, KY",FL,33611,27.8979,-82.518402,"Proprietary, Corporation",11,1024,133,7978899,0,,0,Proprietary,49,0,"(27.8979, -82.518402)",2,0,0,1330,485450
102010,Kindred Hospital - South Florida Fort Lauderdale,"Kindred Healthcare - Louisville, KY",FL,33301,26.1194,-80.127602,"Proprietary, Corporation",0,1344,197,5632343,0,,0,Proprietary,49,0,"(26.1194, -80.127602)",2,0,0,1970,719050
102012,Curahealth Hospital Jacksonville,"Curahealth (Nautic Partners, LLC) - Providence, RI",FL,32207,30.2712,-81.616898,"Proprietary, Corporation",0,227,107,896019,0,,0,Proprietary,12,0,"(30.2712, -81.616898)",6,0,0,1070,390550
102013,Kindred Hospital - Central Tampa,"Kindred Healthcare - Louisville, KY",FL,33603,27.9893,-82.482597,"Proprietary, Corporation",0,685,102,2228159,0,,0,Proprietary,49,0,"(27.9893, -82.482597)",5,0,0,1020,372300
102015,Kindred Hospital - North Florida,"Kindred Healthcare - Louisville, KY",FL,32043,29.9883,-81.682198,"Proprietary, Corporation",0,479,59,1246162,0,,0,Proprietary,49,0,"(29.9883, -81.682198)",0,0,,590,215350
102017,Select Specialty Hospital - Panama City,"Select Medical Corporation - Mechanicsburg, PA",FL,32401,30.159,-85.647003,"Proprietary, Corporation",0,520,30,287839,0,,0,Proprietary,93,0,"(30.159, -85.647003)",4,0,0,300,109500
102018,PAM Specialty Hospital of Sarasota,"Post Acute Medical - Camp Hill, PA",FL,34240,27.3016,-82.445702,"Proprietary, Corporation",0,464,40,1426957,0,,0,Proprietary,30,0,"(27.3016, -82.445702)",2,0,0,400,146000
102019,Kindred Hospital  Ocala,"Kindred Healthcare - Louisville, KY",FL,34474,29.1752,-82.137901,"Proprietary, Corporation",0,133,31,285245,0,,0,Proprietary,49,0,"(29.1752, -82.137901)",4,0,0,310,113150
102020,Select Specialty Hospital - Tallahassee,"Select Medical Corporation - Mechanicsburg, PA",FL,32308,30.4597,-84.254997,"Proprietary, Corporation",16,433,48,1941059,0,,0,Proprietary,93,0,"(30.4597, -84.254997)",4,0,0,480,175200
102021,BayCare Alliant Hospital,"BayCare Health System - Clearwater, FL",FL,34698,28.014299,-82.783501,"Voluntary Nonprofit, Other",0,409,48,745026,0,,0,Nonprofit,11,0,"(28.014299, -82.783501)",2,0,0,480,175200
102022,Select Specialty Hospital - Gainesville,"Select Medical Corporation - Mechanicsburg, PA",FL,32608,29.6394,-82.342903,"Proprietary, Corporation",0,586,48,1878102,0,,0,Proprietary,93,0,"(29.6394, -82.342903)",4,0,0,480,175200
102023,Select Specialty Hospital - Palm Beach,"Select Medical Corporation - Mechanicsburg, PA",FL,33461,26.609301,-80.0924,"Proprietary, Corporation",0,539,60,17319333,0,,0,Proprietary,93,0,"(26.609301, -80.0924)",1,0,0,600,219000
102024,Select Specialty Hospital - Pensacola,"Select Medical Corporation - Mechanicsburg, PA",FL,32504,30.4792,-87.215797,"Proprietary, Corporation",16,869,75,16741656,0,,0,Proprietary,93,0,"(30.4792, -87.215797)",3,0,0,750,273750
102025,Kindred Hospital The Palm Beaches,"Kindred Healthcare - Louisville, KY",FL,33418,26.783501,-80.110603,"Proprietary, Corporation",0,498,70,8461509,0,,0,Proprietary,49,0,"(26.783501, -80.110603)",4,0,0,700,255500
102026,AdventHealth Connerton,"AdventHealth - Altamonte Springs, FL",FL,34637,28.296,-82.489899,"Proprietary, Corporation",0,731,77,39217074,0,,0,Proprietary,33,0,"(28.296, -82.489899)",0,0,,770,281050
102027,Kindred Hospital Melbourne,"Kindred Healthcare - Louisville, KY",FL,32901,28.093399,-80.632698,"Proprietary, Corporation",0,535,60,6934384,0,,0,Proprietary,49,0,"(28.093399, -80.632698)",4,0,0,600,219000
102028,Select Specialty Hospital The Villages,"Select Medical Corporation - Mechanicsburg, PA",FL,34484,28.9091,-82.0196,"Proprietary, Corporation",0,365,40,11772320,0,,0,Proprietary,93,0,"(28.9091, -82.0196)",1,0,0,400,146000
102029,Select Specialty Hospital Fort Myers,"Select Medical Corporation - Mechanicsburg, PA",FL,33905,26.630501,-81.802002,"Proprietary, Corporation",13,505,60,15312649,0,,0,Proprietary,93,0,"(26.630501, -81.802002)",1,0,0,600,219000
102030,Select Specialty Hospital - Daytona Beach,"Select Medical Corporation - Mechanicsburg, PA",FL,32117,29.243099,-81.109398,"Proprietary, Corporation",0,407,34,2564812,0,,0,Proprietary,93,0,"(29.243099, -81.109398)",1,0,0,340,124100
102031,Select Specialty Hospital Miami Lakes,"Select Medical Corporation - Mechanicsburg, PA",FL,33016,25.900101,-80.332397,"Proprietary, Corporation",0,591,60,15737167,0,,0,Proprietary,93,0,"(25.900101, -80.332397)",2,0,0,600,219000
102032,Landmark Hospital of Southwest Florida,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",FL,34109,26.270201,-81.787598,"Proprietary, Partnership",34,1107,50,5049534,0,,0,Proprietary,5,0,"(26.270201, -81.787598)",0,0,,500,182500
103026,Saint Catherine's Rehabilitation Hospital,"Catholic Health Services - Lauderdale Lakes, FL",FL,33161,25.8899,-80.178398,"Voluntary Nonprofit, Church",26,801,60,23497783,0,,0,Nonprofit,2,0,"(25.8899, -80.178398)",2,0,0,600,219000
103027,Saint John's Nursing Center,"Catholic Health Services - Lauderdale Lakes, FL",FL,33311,26.164499,-80.194099,"Voluntary Nonprofit, Church",0,287,26,7211200,0,,0,Nonprofit,2,0,"(26.164499, -80.194099)",4,0,0,300,109500
103028,Encompass Health Rehabilitation Hospital of Sunrise,"Encompass Health - Birmingham, AL",FL,33351,26.177799,-80.283897,"Proprietary, Corporation",98,2160,126,3929128,0,,0,Proprietary,98,0,"(26.177799, -80.283897)",3,0,0,1260,459900
103030,Pinecrest Rehabilitation Hospital,"TENET Healthcare - Dallas, TX",FL,33484,26.439301,-80.1269,"Proprietary, Corporation",0,789,90,6829323,0,,0,Proprietary,46,0,"(26.439301, -80.1269)",1,0,0,900,328500
103031,Encompass Health Rehabilitation Hospital of Sarasota,"Encompass Health - Birmingham, AL",FL,34240,27.3018,-82.442299,"Proprietary, Corporation",78,2444,90,17305042,0,,0,Proprietary,98,0,"(27.3018, -82.442299)",2,0,0,900,328500
103032,Encompass Health Rehabilitation Hospital of Treasure Coast,"Encompass Health - Birmingham, AL",FL,32960,27.660299,-80.399803,"Proprietary, Corporation",116,1598,80,4072561,0,,0,Proprietary,98,0,"(27.660299, -80.399803)",1,0,0,800,292000
103033,Encompass Health Rehabilitation Hospital of Tallahassee,"Encompass Health - Birmingham, AL",FL,32308,30.459499,-84.238197,"Proprietary, Corporation",46,1137,76,14172336,0,,0,Proprietary,98,0,"(30.459499, -84.238197)",4,0,0,760,277400
103034,Sea Pines Rehabilitation Hospital,Not in a System,FL,32901,28.0569,-80.620399,"Proprietary, Partnership",76,1514,90,10503138,0,,0,Proprietary,0,1,"(28.0569, -80.620399)",5,0,0,900,328500
103035,UF Health Shands Rehab Hospital,"UF Health - Gainesville, FL",FL,32606,29.691401,-82.437202,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,6,0,"(29.691401, -82.437202)",1,0,0,300,109500
103036,West Gables Rehabilitation Hospital,"Select Medical Corporation - Mechanicsburg, PA",FL,33155,25.747,-80.317299,"Proprietary, Corporation",81,1270,60,3111318,0,,0,Proprietary,93,0,"(25.747, -80.317299)",8,0,0,600,219000
103037,Encompass Health Rehabilitation Hospital of Largo,"Encompass Health - Birmingham, AL",FL,33770,27.925501,-82.796204,"Proprietary, Corporation",21,1510,70,4039286,0,,0,Proprietary,98,0,"(27.925501, -82.796204)",3,0,0,700,255500
103038,Encompass Health Rehabilitation Hospital of Miami,"Encompass Health - Birmingham, AL",FL,33189,25.5755,-80.341499,"Proprietary, Corporation",83,1101,60,5050441,0,,0,Proprietary,98,0,"(25.5755, -80.341499)",1,0,0,600,219000
103039,Brooks Rehabilitation Hospital,Not in a System,FL,32216,30.2897,-81.601196,"Voluntary Nonprofit, Other",232,2758,160,36189194,0,,0,Nonprofit,0,1,"(30.2897, -81.601196)",6,0,0,1600,584000
103040,Encompass Health Rehabilitation Hospital of Panama City,"Encompass Health - Birmingham, AL",FL,32405,30.1824,-85.668701,"Proprietary, Corporation",93,1215,75,9478419,0,,0,Proprietary,98,0,"(30.1824, -85.668701)",4,0,0,750,273750
103042,Encompass Health Rehabilitation Hospital of Spring Hill,"Encompass Health - Birmingham, AL",FL,34613,28.533501,-82.5168,"Proprietary, Corporation",27,1530,80,7577496,0,,0,Proprietary,98,0,"(28.533501, -82.5168)",3,0,0,800,292000
103043,Encompass Health Rehabilitation Hospital of Ocala,"Encompass Health - Birmingham, AL",FL,34471,29.1656,-82.162903,"Proprietary, Corporation",70,1323,80,23643601,0,,0,Proprietary,98,0,"(29.1656, -82.162903)",5,0,0,800,292000
103044,"Encompass Health Rehabilitation Hospital, an affiliate of Martin Health",Not in a System,FL,34997,27.1343,-80.221603,"Proprietary, Partnership",100,1990,80,26523820,0,,0,Proprietary,0,1,"(27.1343, -80.221603)",2,0,0,800,292000
103045,Encompass Health Rehabilitation Hospital of Altamonte Springs,"Encompass Health - Birmingham, AL",FL,32714,28.6458,-81.4151,"Proprietary, Corporation",100,1452,70,22689586,0,,0,Proprietary,98,0,"(28.6458, -81.4151)",0,0,,700,255500
103046,UF Health Rehab Hospital,"UF Health - Gainesville, FL",FL,32608,29.6322,-82.363998,"Governmental, Other",100,1265,60,2089071,0,,0,Governmental,6,0,"(29.6322, -82.363998)",4,0,0,600,219000
103047,Encompass Health Rehabilitation Hospital of North Tampa,"Encompass Health - Birmingham, AL",FL,33548,28.132401,-82.500702,"Proprietary, Corporation",0,0,0,0,0,,,Proprietary,98,0,"(28.132401, -82.500702)",0,0,,300,109500
103300,Johns Hopkins All Children's Hospital,"Johns Hopkins Medicine - Baltimore, MD",FL,33701,27.764299,-82.6409,"Voluntary Nonprofit, Other",20,5998,259,409363591,0,,0,Nonprofit,6,0,"(27.764299, -82.6409)",2,0,0,2590,945350
103301,Nicklaus Children's Hospital,Not in a System,FL,33155,25.740999,-80.295998,"Voluntary Nonprofit, Other",32,8170,309,377911442,0,,0,Nonprofit,0,1,"(25.740999, -80.295998)",7,0,0,3090,1127850
103304,Nemours Children's Hospital Orlando,"Nemours Children's Health - Wilmington, DE",FL,32827,28.374901,-81.272797,"Voluntary Nonprofit, Other",13,2936,130,364000590,0,,0,Nonprofit,2,0,"(28.374901, -81.272797)",2,0,0,1300,474500
104001,South Florida State Hospital,"Florida Department of Health - Tallahassee, FL",FL,33025,26.001301,-80.249397,"Governmental, State",0,41,49,1000034,0,,0,Governmental,3,0,"(26.001301, -80.249397)",4,0,0,490,178850
104007,Northeast Florida State Hospital,"Florida Department of Health - Tallahassee, FL",FL,32063,30.2271,-82.145599,"Governmental, State",0,35,60,0,0,,,Governmental,3,0,"(30.2271, -82.145599)",1,0,0,600,219000
104016,River Point Behavioral Health,"Universal Health Services, Inc. - King of Prussia, PA",FL,32216,30.290899,-81.596603,"Proprietary, Corporation",86,3326,84,6483421,0,,0,Proprietary,153,0,"(30.290899, -81.596603)",6,0,0,840,306600
104017,Windmoor Healthcare of Clearwater,"Universal Health Services, Inc. - King of Prussia, PA",FL,33764,27.875,-82.709198,"Proprietary, Corporation",481,4569,144,13168699,0,,0,Proprietary,153,0,"(27.875, -82.709198)",2,0,0,1440,525600
104018,LifeStream Behavioral Center,Not in a System,FL,34748,28.835899,-81.8955,"Voluntary Nonprofit, Other",282,2528,66,23990980,0,,0,Nonprofit,0,1,"(28.835899, -81.8955)",1,0,0,660,240900
104023,Northside Behavioral Health Center,Not in a System,FL,33612,28.061501,-82.426102,"Proprietary, Partnership",0,0,0,0,0,,,Proprietary,0,1,"(28.061501, -82.426102)",3,0,0,300,109500
104024,Twin Rivers Treatment Center,Not in a System,FL,32901,28.0888,-80.615799,"Voluntary Nonprofit, Other",332,1387,172,10087221,0,,0,Nonprofit,0,1,"(28.0888, -80.615799)",4,0,0,1720,627800
104026,Fort Lauderdale Behavioral Health Center,"Universal Health Services, Inc. - King of Prussia, PA",FL,33334,26.1973,-80.132401,"Proprietary, Corporation",597,6073,182,47099286,0,,0,Proprietary,153,0,"(26.1973, -80.132401)",3,0,0,1820,664300
104027,West Florida Community Care Center,Not in a System,FL,32570,30.634501,-87.043098,"Governmental, State",0,100,100,1899998,0,,0,Governmental,0,1,"(30.634501, -87.043098)",1,0,0,1000,365000
104032,Gulf Coast Treatment Center,"Universal Health Services, Inc. - King of Prussia, PA",FL,32547,30.4555,-86.634499,"Governmental, State",0,0,0,0,0,,,Governmental,153,0,"(30.4555, -86.634499)",1,0,0,300,109500
104040,Centerstone Bradenton-Hospital and Addiction Center,Not in a System,FL,34208,27.4769,-82.539703,"Voluntary Nonprofit, Other",252,1778,37,0,0,,,Nonprofit,0,1,"(27.4769, -82.539703)",2,0,0,370,135050
104057,Springbrook Hospital,"Oglethorpe, Inc. - Tampa, FL",FL,34609,28.5333,-82.483498,"Proprietary, Corporation",529,2687,66,504768,0,,0,Proprietary,7,0,"(28.5333, -82.483498)",3,0,0,660,240900
104059,Apalachee Center,Not in a System,FL,32308,30.488199,-84.239403,"Voluntary Nonprofit, Other",193,1408,46,4126260,0,,0,Nonprofit,0,1,"(30.488199, -84.239403)",4,0,0,460,167900
104063,The Willough at Naples,"Oglethorpe, Inc. - Tampa, FL",FL,34113,26.0954,-81.737099,"Proprietary, Corporation",716,1456,87,4759675,0,,0,Proprietary,7,0,"(26.0954, -81.737099)",0,0,,870,317550
104064,SandyPines,"Universal Health Services, Inc. - King of Prussia, PA",FL,33469,26.9764,-80.103203,"Proprietary, Corporation",0,0,0,0,0,,,Proprietary,153,0,"(26.9764, -80.103203)",1,0,0,300,109500
104067,Aspire Health Partners -Princeton Plaza,Not in a System,FL,32808,28.567699,-81.430603,"Voluntary Nonprofit, Other",446,2806,90,25916784,0,,0,Nonprofit,0,1,"(28.567699, -81.430603)",3,0,0,900,328500
104068,The Centers Marion County,Not in a System,FL,34474,29.131001,-82.218399,"Voluntary Nonprofit, Other",0,806,15,7110258,0,,0,Nonprofit,0,1,"(29.131001, -82.218399)",2,0,0,300,109500
104069,Wekiva Springs Center,"Universal Health Services, Inc. - King of Prussia, PA",FL,32216,30.256701,-81.595802,"Proprietary, Corporation",514,3134,120,15261720,0,,0,Proprietary,153,0,"(30.256701, -81.595802)",5,0,0,1200,438000
104070,Port Saint Lucie Hospital,"Oglethorpe, Inc. - Tampa, FL",FL,34952,27.2988,-80.271103,"Proprietary, Corporation",680,1432,75,866217,0,,0,Proprietary,7,0,"(27.2988, -80.271103)",1,0,0,750,273750
104071,The Vines Hospital,"Universal Health Services, Inc. - King of Prussia, PA",FL,34471,29.1555,-82.168999,"Proprietary, Corporation",353,3261,98,8181531,0,,0,Proprietary,153,0,"(29.1555, -82.168999)",5,0,0,980,357700
104072,Central Florida Behavioral Hospital,"Universal Health Services, Inc. - King of Prussia, PA",FL,32821,28.4086,-81.469902,"Proprietary, Corporation",642,9528,174,40252804,0,,0,Proprietary,153,0,"(28.4086, -81.469902)",0,0,,1740,635100
104073,Emerald Coast Behavioral Hospital,"Universal Health Services, Inc. - King of Prussia, PA",FL,32405,30.184,-85.659401,"Proprietary, Corporation",113,1881,86,16642428,0,,0,Proprietary,153,0,"(30.184, -85.659401)",4,0,0,860,313900
104074,Park Royal Hospital,"Acadia Healthcare - Franklin, TN",FL,33908,26.5107,-81.908897,"Proprietary, Corporation",792,3635,103,19560158,0,,0,Proprietary,27,0,"(26.5107, -81.908897)",1,0,0,1030,375950
104075,North Tampa Behavioral Health,"Acadia Healthcare - Franklin, TN",FL,33543,28.2017,-82.323799,"Proprietary, Corporation",333,3156,126,29556134,0,,0,Proprietary,27,0,"(28.2017, -82.323799)",1,0,0,1260,459900
104076,University Behavioral Center,"Universal Health Services, Inc. - King of Prussia, PA",FL,32826,28.581699,-81.191597,"Proprietary, Corporation",212,5228,112,10843900,0,,0,Proprietary,153,0,"(28.581699, -81.191597)",0,0,,1120,408800
104078,Suncoast Behavioral Health Center,"Universal Health Services, Inc. - King of Prussia, PA",FL,34210,27.459299,-82.612396,"Proprietary, Corporation",201,2260,60,9636369,0,,0,Proprietary,153,0,"(27.459299, -82.612396)",3,0,0,600,219000
104079,Larkin Community Hospital Behavioral Health Services,"Larkin Community Hospital Health System - South Miami, FL",FL,33021,26.021099,-80.180901,"Proprietary, Corporation",121,1532,50,7601311,0,,0,Proprietary,3,0,"(26.021099, -80.180901)",4,0,0,500,182500
